b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
b,0.2482797,0.092024274,0.31557068,0.006762212,2143.228755,274240.0614,2311.573608,102174.2795,4854.004748,1201366.658,0.09608926,0.001841088,5.68E-06,0.08595334,151.9990809,2.3392637,859.2943,-0.006811816,4.641538,0.001032105,1.8866596
b,0.19652368,0.08219444,0.1326619,0.005541442,1307.655592,283382.7432,1440.255222,187076.5314,2380.096506,1504637.544,0.0620387,0.001162872,5.76E-05,0.018815637,161.4990234,-8.029816,3744.0127,0.016629202,11.554952,-0.005131612,3.947971
b,0.20746651,0.08664997,0.14305401,0.004635962,2125.276624,411778.2166,2423.910798,125812.2174,4876.799159,2098792.086,0.07968135,0.001412464,4.56E-07,0.01593105,161.4990234,1.1376935,2159.6182,-0.001740556,11.119412,0.001378681,4.9710255
b,0.20746653,0.08664997,0.14305401,0.004635961,2125.27595,411777.8352,2423.910655,125812.1729,4876.832236,2098807.073,0.07968435,0.001412541,4.55E-07,0.015931055,161.4990234,1.1376926,2159.6182,-0.001740562,11.119407,0.001378639,4.971032
b,0.35399157,0.09100636,0.37911725,0.0098082,2439.580984,635101.8582,2510.33905,186906.9546,5340.914792,3185616.645,0.108607182,0.003028708,-8.07E-06,0.082026884,92.28515625,6.1284966,672.49725,0.003769781,7.429895,0.001658727,3.162854
b,0.2265208,0.08806566,0.16738269,0.001439388,2218.361445,494371.2748,2263.034312,172361.8497,4666.95568,2142801.983,0.12602939,0.003373822,-0.001018105,0.02160528,161.4990234,-0.010402693,1425.5704,-0.001530889,8.752651,-0.00069999,3.581407
b,0.30220285,0.08910492,0.16466834,0.001876247,2487.551727,421558.1394,2502.108214,172009.0614,5277.751419,2405937.077,0.125507556,0.00169322,-1.09E-05,0.021323895,99.38401442,0.15644638,1030.7158,-0.006900048,6.057647,-0.000697465,3.2197707
b,0.3048776,0.08337227,0.38097373,0.004635264,2324.332753,413403.4952,2477.499105,181054.1145,5075.324746,2591982.264,0.110864202,0.002281995,-6.20E-05,0.10588786,143.5546875,5.537693,688.39764,-0.004841149,4.055015,-0.000657909,1.5598173
b,0.3239636,0.086298764,0.41305482,0.004896081,2458.764091,255639.1704,2442.110687,70872.933,5180.553197,1073204.85,0.123886284,0.002573181,-4.22E-05,0.12237168,143.5546875,5.679124,637.3738,0.004271181,2.8667228,-0.003747012,1.0252205
b,0.28493044,0.09884032,0.17943127,0.01034036,1378.502074,289732.8556,1365.895031,58830.15972,2733.160977,836526.5921,0.072132764,0.00302215,3.83E-06,0.030425249,151.9990809,-8.645696,3027.5234,0.018143324,8.023969,0.002883497,3.4611547
b,0.21594395,0.09393121,0.23265299,0.012490899,1531.058856,102578.3398,1400.65052,29075.12661,3003.981144,323296.7624,0.084109354,0.001260772,-1.04E-05,0.05127758,117.4538352,-9.286535,2325.682,-0.004832183,6.3274007,0.002422994,2.1022146
b,0.203666,0.08624864,0.15077859,0.001204193,1754.116562,215175.6573,1880.30168,90067.30157,3291.129777,850128.115,0.092390354,0.001732525,4.32E-06,0.020039916,107.6660156,-2.154963,1914.2126,-0.00066184,2.7957973,-0.000422944,0.9762428
b,0.30233043,0.09256637,0.250389,0.005538948,2331.041602,401458.6743,2505.76541,66608.39987,5210.968798,1163094.24,0.089183178,0.002594435,-7.39E-05,0.044244654,107.6660156,5.1438866,780.3952,0.000651279,6.2535877,-8.78E-05,2.9061353
b,0.30919307,0.085385844,0.24949639,0.003351446,1624.200757,241332.7807,1686.617292,123685.2328,3377.405179,1264001.073,0.089421848,0.001743637,-2.81E-05,0.046050485,143.5546875,2.5309064,1883.3721,0.002497401,4.0388703,0.000931926,1.592169
b,0.3280705,0.08820537,0.2680786,0.002560131,1635.544365,116260.6074,1643.023442,62655.9697,3261.591998,653834.3244,0.087889139,0.000864522,-5.87E-05,0.05248776,143.5546875,2.3220677,1715.1777,-0.00334369,2.9662695,0.001520785,1.1121094
b,0.16906138,0.0857128,0.1651692,0.00767123,1463.724029,132209.4781,1131.21211,148435.7834,2393.885011,511487.6571,0.087474194,0.000540164,1.99E-06,0.03271752,117.4538352,-14.4546585,4062.549,-0.006309105,2.6145253,0.001454688,0.69058615
b,0.25029007,0.09254593,0.2263281,0.007362559,2255.164248,369593.3184,2435.619366,121190.2468,4925.947445,1928209.792,0.101716891,0.002521753,-2.14E-05,0.041795243,151.9990809,0.23143367,1073.8541,-0.006039615,8.543549,-0.002525612,3.68276
b,0.24224569,0.09400292,0.15991977,0.005079441,2120.792722,715978.5881,2099.454043,365201.4066,4157.76623,3960226.053,0.110168739,0.003454284,5.89E-07,0.025121445,161.4990234,-8.781991,1993.3606,-0.000179278,9.755462,0.004495057,4.7662854
b,0.26823035,0.08919912,0.079992086,0.001097733,2180.24386,233291.0943,2411.570804,93065.97741,4769.84375,1507464.521,0.091981337,0.001351611,3.15E-06,0.005564238,112.3471467,-5.9235272,2155.3333,-0.005963656,9.132322,-0.000799961,3.7107117
b,0.22802979,0.088498466,0.27187517,0.008855272,1079.632622,28912.90413,898.1195421,14578.46641,1866.797371,124446.03,0.07137988,0.000272061,3.91E-06,0.052382946,123.046875,-5.052692,3402.188,-0.000701578,6.4705315,0.000172828,2.0699012
b,0.19613491,0.08070666,0.1164336,0.000445966,2219.286317,102891.3877,2412.83474,52258.19747,4816.08651,700914.5764,0.091469483,0.000505139,4.22E-06,0.011667731,123.046875,-4.881978,1409.7734,-0.001374257,5.9105964,-0.002200963,3.2569985
b,0.31443885,0.08665688,0.16922936,0.002066623,4974.003734,572079.2881,3264.627512,42803.94932,8488.219273,109453.8791,0.310013533,0.011361562,1.71E-05,0.016486324,89.10290948,3.013728,1209.0488,0.007952467,6.3967185,0.00101432,2.8341115
b,0.22570224,0.08630639,0.18250757,0.004325771,2315.479176,623851.0185,2556.932931,252303.1431,5175.677037,4139669.813,0.098916257,0.002105086,8.98E-06,0.024726583,95.703125,1.3390894,1518.081,0.001809498,10.887511,-0.002179879,4.293954
b,0.28201666,0.09449144,0.19017342,0.003645931,2589.127091,858266.0547,2492.526169,303610.1276,5317.654991,3896898.023,0.121131856,0.003866538,-9.38E-07,0.026762107,99.38401442,-5.600643,1306.1387,0.00319138,11.3205,0.002933265,3.657425
b,0.29868507,0.093893506,0.18669625,0.003289305,2527.449088,722557.6051,2426.131507,291374.009,5178.153822,3293038.711,0.122476837,0.003478068,-3.67E-06,0.021970365,99.38401442,-5.8739753,1219.5573,-0.013404548,12.172257,0.002090612,3.7712507
b,0.21685638,0.08828754,0.19875619,0.004387611,2211.972305,425385.3179,2329.069173,166632.4096,4650.051887,2425640.489,0.10620247,0.00193142,2.78E-05,0.03525757,112.3471467,0.98426753,1373.4536,0.003473318,6.1105,0.001020822,3.7576995
b,0.3235715,0.09317107,0.2602046,0.006867082,2692.841036,681668.9285,2492.091562,163275.7618,5590.417499,2625289.105,0.135929412,0.004094501,3.48E-05,0.039570462,92.28515625,2.4974067,719.8772,0.001003631,9.2605,-0.001373293,3.8561022
b,0.24869633,0.092588075,0.07397998,0.000615232,2258.75323,733339.4259,2317.913224,451293.7719,4627.019322,4560829.544,0.112613845,0.003236721,3.95E-05,0.003857079,172.265625,-6.294057,2831.3135,0.004749501,9.624582,-0.002180239,4.173026
b,0.26752687,0.09074595,0.2734255,0.008568862,2025.176484,455595.2187,2303.583827,215713.5934,4425.304782,3056995.878,0.085815992,0.001580847,5.03E-05,0.05563462,161.4990234,2.570489,1096.9238,0.001109748,10.156524,-0.001243939,3.7012868
b,0.2733238,0.09449546,0.037955426,0.000737011,1750.2736,936481.1517,1976.08879,359129.8462,3461.87331,4245821.341,0.07854514,0.004546752,-6.34E-06,0.001533216,129.1992188,-16.065998,8226.911,0.005022542,20.358898,0.000638078,7.5062523
b,0.33676726,0.10063156,0.12274404,0.004934221,1773.039187,750847.5685,2093.489628,253120.7883,3574.387965,3434095.077,0.063274515,0.003393248,7.11E-06,0.014240876,99.38401442,-3.4864523,3426.1138,0.000922802,21.50718,0.001080832,8.988023
b,0.31486654,0.0988876,0.20066665,0.017908072,1893.17199,1615531.707,2055.48538,494246.3038,3630.424595,5408155.869,0.099572353,0.016317641,-1.31E-05,0.026139757,161.4990234,-4.1922708,3129.401,0.001595757,11.697626,1.53E-05,5.0403934
b,0.263767,0.090080336,0.07676427,0.001857998,1609.85715,796548.8597,1690.710744,346008.0066,3079.721125,2896259.331,0.076163367,0.004251327,8.11E-06,0.005304779,112.3471467,-11.846997,3941.3694,0.008026619,9.512817,-0.00025424,3.0987027
b,0.31406245,0.09604856,0.16161348,0.002062904,1678.065945,523829.4199,1947.458806,341509.4132,3571.706627,3093002.851,0.065082091,0.001370109,2.89E-05,0.022736385,95.703125,-0.5587336,2316.8977,0.007954097,11.433625,0.001726376,3.9876041
b,0.29548535,0.0840065,0.15665948,0.003224767,1222.080474,365234.8622,1686.80189,537009.506,2493.073629,2926380.466,0.049945091,0.000808498,-3.00E-05,0.021506768,117.4538352,-2.748317,3075.9365,0.02192435,7.631057,-0.00471778,2.28395
b,0.33617812,0.0896919,0.09555949,0.002546492,1479.62141,281996.3685,2033.753043,184216.1158,3300.92294,1587095.654,0.04612967,0.000887107,-8.13E-06,0.009009983,95.703125,-4.4008355,3632.4463,0.01025495,7.240749,0.001415649,2.3378499
b,0.25608984,0.101862825,0.1697072,0.005698767,1439.97383,1379703.196,1997.250827,449476.7466,2713.64051,5746662.041,0.053801737,0.011123205,-2.95E-06,0.028541267,73.828125,-9.0737705,4562.3706,0.012507946,13.562336,0.000823066,4.4860425
b,0.25552645,0.08962243,0.11776691,0.011420105,1558.908447,704145.5804,1811.592934,576256.6391,3240.838454,4092933.603,0.068716167,0.00232721,1.09E-05,0.016394641,95.703125,-10.861086,4122.1377,0.021904152,9.005114,-0.001970203,2.751594
b,0.347582,0.09576872,0.14434446,0.011267955,2467.93444,1472408.471,2578.371777,356476.7919,5302.024463,6671710.995,0.10765071,0.00861404,-1.09E-05,0.010921111,151.9990809,-2.0806355,2488.4143,0.002336311,10.535293,0.000481743,3.7423263
b,0.26476872,0.0952715,0.12489812,0.009831425,1750.429539,752832.5669,1963.084916,226435.563,3328.274477,3175626.979,0.075541665,0.004012517,-6.37E-06,0.019986216,143.5546875,-12.894438,3590.5017,0.004723047,10.597399,0.004972259,2.8536463
b,0.2788392,0.08621064,0.21001224,0.003684371,1844.64096,269367.2963,2056.791457,196605.2205,3943.27401,1516711.513,0.082113191,0.001022641,3.28E-06,0.038950782,103.359375,-4.278211,1546.1096,0.009498077,4.9338098,0.005660066,1.596848
b,0.2703018,0.0901925,0.17948791,0.001808897,1456.172152,388838.0695,1733.063784,238144.5471,2966.794175,1609910.033,0.058677518,0.001197009,-2.69E-05,0.027077844,99.38401442,-5.2119484,2370.3728,0.004667762,8.786787,-0.005789554,3.039511
b,0.3145472,0.09351008,0.20492941,0.002879172,1673.420546,798363.5855,1781.487305,297242.6727,3222.313468,2864474.646,0.079368946,0.004458337,1.66E-05,0.030969232,103.359375,-3.0213335,2131.64,0.001221857,14.872265,0.000529834,4.736436
b,0.2230931,0.08351696,0.14946102,0.003120713,714.7303777,155352.7738,728.5554422,115252.4936,1223.789939,685760.5477,0.041712634,0.000659985,3.09E-05,0.023089416,135.9991776,-9.038462,5239.2153,0.014426672,4.8911805,-0.000129886,1.3654236
b,0.31515816,0.090991266,0.28656286,0.009757389,1842.767106,1004195.95,2236.675341,107584.794,4106.089309,2443017.917,0.069229805,0.010811118,-1.18E-05,0.06718758,172.265625,2.227089,1633.4181,0.019705165,8.964244,0.003554138,2.6562657
b,0.27035874,0.09168867,0.08321403,0.00088537,1451.407095,80053.36402,1358.429771,25795.50725,2787.600773,287217.1329,0.072406618,0.000476709,2.39E-07,0.007117453,129.1992188,-14.299255,3705.3623,0.012193482,2.2033987,0.005121044,0.75859696
b,0.22736979,0.088046834,0.1705131,0.002257175,1566.789427,401892.7175,2277.064824,321271.0373,3291.502734,4603064.199,0.050630523,0.000478084,3.53E-05,0.024611855,123.046875,-5.1783333,2817.2185,0.008391195,7.203498,0.00204638,2.3272688
b,0.35484564,0.09681465,0.10233552,0.002433863,1052.234284,505955.4929,1708.984683,410219.7654,2137.674836,3240697.032,0.027254494,0.000939352,-8.55E-06,0.009030006,92.28515625,-0.85241187,6210.884,0.004257577,15.816612,-0.000420861,9.50756
b,0.24749215,0.095401146,0.11052716,0.002196256,1261.158589,1437960.139,1539.039209,304423.1314,2268.199381,3524077.106,0.063085124,0.014144134,-3.92E-05,0.012538258,135.9991776,-7.0051994,4884.9956,0.018650156,8.752366,-0.001727344,3.6030931
b,0.26606447,0.088468,0.10771252,0.001900379,902.9834758,107430.6528,1346.9862,207886.4291,1806.378386,931749.4457,0.03010132,8.40E-05,2.26E-06,0.011597333,117.4538352,-8.795883,4843.6064,-0.001012685,6.2878823,0.001136889,2.4399323
b,0.2748079,0.08833372,0.22689447,0.002484149,1704.723463,117510.3019,1971.676115,77372.37631,3895.846363,679222.844,0.074803862,0.00036198,4.42E-05,0.037476063,151.9990809,1.4950968,1460.0006,-0.000615231,5.0561557,0.000518957,2.6185544
b,0.30765215,0.091599815,0.1580586,0.005037813,1272.639803,483766.6714,1991.35002,308793.866,2359.429694,3385155.347,0.04254751,0.001802856,4.96E-07,0.022666141,112.3471467,-4.279234,3657.5417,0.001424479,9.891946,0.00051306,2.936042
b,0.3087275,0.09599836,0.1478349,0.003994305,1108.825418,704681.6874,1587.505833,317948.5663,2158.152955,2808628.728,0.041569135,0.004126589,7.28E-06,0.017575901,117.4538352,0.16785328,3769.8984,0.023979176,11.085881,-0.00387937,3.7842581
b,0.27337334,0.10510504,0.067312606,0.00146076,1961.731906,1354941.118,2160.474114,451617.6634,4186.822782,5767177.136,0.088799475,0.010507305,-4.15E-05,0.004443706,151.9990809,-12.947387,5975.8804,0.019194866,13.346804,-0.003537038,4.4104633
b,0.32842,0.096741565,0.06637016,0.002192898,1361.377275,732263.7771,1808.397576,473585.7551,2909.516216,4071626.213,0.047601915,0.001486454,-3.80E-06,0.005347671,143.5546875,-6.7745767,5788.703,0.001391367,8.548028,0.000503587,2.2447717
b,0.25571522,0.08746727,0.101214565,0.005291361,1036.017398,316920.546,1529.774267,340724.4884,1917.782354,2289805.61,0.040019621,0.000639235,-6.74E-06,0.010582435,107.6660156,-4.759141,4579.8574,0.005062482,5.648861,0.000250236,1.9154862
b,0.25461486,0.091144435,0.1120315,0.00296921,1238.56043,352081.7298,1524.71566,193030.1943,2392.09376,1383829.907,0.047851189,0.001023638,-1.15E-05,0.011333647,112.3471467,-9.06222,3745.57,0.005682697,9.086573,0.003381625,2.8115819
b,0.32440537,0.086467616,0.13696602,0.003662915,2082.767363,492413.5651,2372.587844,215498.1369,4383.6728,3312024.904,0.097513412,0.002688677,3.82E-06,0.013534157,135.9991776,-3.1696873,1857.1265,-0.001743916,9.801372,-0.000422877,2.949496
b,0.2981082,0.08960376,0.124205574,0.002815324,1469.116019,265516.7448,1851.653755,245746.3717,3212.459971,1433737.533,0.056903488,0.000702481,-1.85E-05,0.011978948,123.046875,-3.559741,2892.284,-0.000818749,9.708074,0.000699979,3.084442
b,0.251386,0.086198896,0.14852932,0.005336819,805.1003474,329615.1652,862.4408002,672684.8359,1573.534771,2854955.771,0.043488604,0.000389657,-9.77E-06,0.023801494,103.359375,-9.570621,5577.8525,0.009196744,3.8660808,0.001238687,1.0788553
b,0.30947724,0.088653825,0.21742009,0.006811847,1964.921378,663232.9336,2303.835668,289076.5563,4254.222751,3739631.701,0.087666188,0.003712551,1.05E-06,0.037186798,107.6660156,-2.0906274,1552.2805,0.028494773,14.611283,0.004776593,4.9722986
b,0.31194204,0.091333605,0.044105418,0.000403458,2830.261525,1380480.171,2872.501851,272249.0017,6298.296274,4290266.522,0.12197829,0.007118286,5.01E-06,0.001461527,117.4538352,-11.843368,4744.6353,0.008268404,21.863813,0.001163174,8.20654
b,0.2726835,0.09033885,0.0937383,0.002677784,2228.160254,651448.6145,2380.577904,259372.5332,4789.686295,3243236.156,0.099934028,0.004426657,-1.99E-06,0.008345697,129.1992188,-5.457236,3068.1538,0.008216561,5.90492,0.001575594,1.7732975
b,0.22121452,0.09216064,0.060901906,0.001136364,1372.280468,848748.2983,1769.828106,826806.3551,2873.567995,7080354.073,0.055725235,0.001880436,-2.79E-06,0.003791846,143.5546875,-15.682027,7182.687,-0.002754387,12.530846,0.001931444,2.9495454
b,0.38743302,0.08594111,0.12909234,0.005181232,1996.329188,253392.6211,2097.039296,96076.68023,4227.868737,1270933.259,0.090220251,0.001637012,1.79E-05,0.012361938,123.046875,-0.27279857,1887.1691,-0.00374698,4.3514633,-0.00038445,1.3597022
b,0.36540443,0.092093,0.1803724,0.004919634,1529.290808,226835.071,1845.37044,118117.5293,3271.448122,1361527.233,0.054959774,0.00085057,1.56E-06,0.024932494,151.9990809,2.7190893,1984.707,-0.011357539,4.5416245,0.000133788,1.527923
b,0.43678045,0.086584084,0.14856811,0.006552775,1875.180216,469233.6657,1983.770691,168373.7732,3929.49315,2040711.424,0.076804413,0.002258521,8.06E-06,0.010543614,107.6660156,2.2789812,2170.398,-0.001594124,19.991756,0.000255237,5.7367153
b,0.3801126,0.0983729,0.15122105,0.00398432,1421.355041,428174.6869,1902.32179,172098.8055,3042.701555,2532761.449,0.043098656,0.000938756,4.49E-05,0.015294029,95.703125,3.5340953,2624.4631,0.004355571,11.398923,-0.001311417,3.7132215
b,0.37182298,0.08869458,0.20865633,0.001821976,1345.841383,476337.6455,1841.826395,166537.424,2939.157324,2551452.044,0.041079445,0.001326454,6.87E-06,0.031458493,103.359375,3.8240035,2251.265,-0.000547043,7.3628025,-0.000134295,2.3924358
b,0.37675795,0.081911206,0.20371321,0.003095873,1542.109295,112771.9406,1591.627569,127523.0455,2869.786436,639455.8443,0.077021175,0.000319002,5.80E-06,0.027477916,99.38401442,1.8747671,1849.9976,0.001304545,4.0683517,-7.85E-05,1.4045333
b,0.34448424,0.088035464,0.18003525,0.003581399,1676.146048,209843.5694,1653.527808,80587.52826,3255.327364,731885.8245,0.087305292,0.001324388,1.86E-05,0.02368593,112.3471467,-0.9979552,1976.7632,0.01054483,7.030285,-0.001513243,2.0354254
b,0.3591255,0.08772954,0.1570209,0.003636854,1282.197334,299724.6608,1729.365793,172002.7426,2675.912667,1623590.754,0.047179751,0.001039513,2.54E-07,0.017116548,89.10290948,1.3361077,2500.2625,-0.000833139,5.8938293,0.001499669,1.6961671
b,0.42793378,0.07712987,0.21626079,0.001451071,2850.236431,406562.6558,2621.690044,116903.7614,5897.606075,1702671.869,0.147047489,0.002449327,-7.55E-05,0.026801882,135.9991776,5.7627177,423.55038,-0.001785333,4.351906,0.000164441,2.4461768
b,0.37620473,0.092475414,0.1281802,0.003795861,1181.326607,275338.3168,1607.701361,259362.3834,2367.34503,2083130.78,0.04253296,0.000389051,-7.56E-07,0.013697725,151.9990809,0.17469628,3227.9592,-0.000250251,12.391565,-0.001092847,4.904186
b,0.39827147,0.08778343,0.15342064,0.002692147,1857.972599,379959.1713,2182.350232,106105.5555,4191.671972,1648787.629,0.071708237,0.001792337,7.62E-07,0.011402281,161.4990234,0.7749832,1720.7662,-0.000491824,7.1301737,-0.000801317,2.923971
b,0.34330356,0.08884028,0.1233552,0.000945439,1537.468449,491539.223,2037.176946,173045.4652,3416.651524,2377117.451,0.054330258,0.001607707,-9.25E-07,0.010690525,117.4538352,1.0302575,2663.349,0.000314611,7.873586,0.000585969,2.8488321
b,0.33894858,0.09835816,0.07587266,0.001304573,1863.764472,812510.1144,2067.37218,208396.9728,3986.232225,2731982.456,0.068224937,0.003194016,-7.32E-06,0.002384797,112.3471467,-3.2850158,3286.5002,0.004120369,19.1747,0.002201722,6.434756
b,0.44025162,0.09267544,0.13366963,0.001955305,1597.518016,704726.779,2238.099095,276442.512,3826.665028,4554303.289,0.046109913,0.001479585,-2.03E-05,0.010176725,123.046875,2.627441,3515.76,-0.006688188,9.4249525,0.000525873,3.9465284
b,0.38081726,0.100258,0.053596962,0.001129706,1937.002368,918601.7954,2008.283665,183812.9791,3985.82421,2689572.402,0.083579173,0.005583385,-6.03E-06,0.001854074,117.4538352,-5.448743,4812.662,0.003705057,19.201937,-0.001333966,7.3196497
b,0.34380922,0.09238893,0.082274765,0.003098614,2335.519931,1047256.593,2098.886433,186228.2759,4500.064745,2909157.011,0.114160005,0.006500616,-7.32E-06,0.004551255,135.9991776,-4.908869,2482.0518,0.001911409,13.112914,0.001738395,5.6064706
b,0.46147576,0.07914815,0.18441163,0.001024213,2459.520892,129305.1755,2221.373053,43569.25778,5024.347448,642143.1865,0.142833406,0.001160136,-3.00E-05,0.014262029,143.5546875,4.44161,933.9071,-0.005544195,1.9730358,0.001216551,0.815737
b,0.41892445,0.0767066,0.16600236,0.001208302,2312.066158,158624.8213,2060.944513,69999.23801,4528.392648,812959.2884,0.140547585,0.001161096,-4.33E-05,0.01421909,123.046875,2.5845094,1146.5612,0.000995679,3.2765496,0.00181604,1.300644
b,0.4804928,0.07871578,0.14066513,0.002179144,2209.182003,279551.7378,2142.847846,98776.3722,4593.891556,1262346.039,0.115780057,0.002506885,-3.11E-05,0.008231059,117.4538352,3.3123243,1273.287,-0.001627759,4.821477,-0.000270341,1.6681304
b,0.4358935,0.07695942,0.11220418,0.001459902,2321.14976,163419.9778,2118.769457,63337.00399,4701.357728,778530.1815,0.128190633,0.001880462,-0.000184681,0.006379148,123.046875,-1.2615279,1407.1779,0.004661764,4.2519813,0.000918433,1.5005486
b,0.39801338,0.080649585,0.15243913,0.002037439,2188.057531,319669.5235,2120.196512,88581.08201,4431.917903,1389786.893,0.117533035,0.002577967,-7.58E-05,0.011763808,99.38401442,0.6449564,1290.1263,-0.00278897,3.9579713,-0.002094385,1.6769109
b,0.3929219,0.07989615,0.16144805,0.002540486,2158.159486,249351.9117,2060.651235,61847.45415,4245.813073,924481.4925,0.121568436,0.002878101,-6.33E-05,0.012854741,129.1992188,0.3297378,1250.4045,-0.000619837,3.4533038,0.000508094,1.3941103
b,0.41583455,0.07889999,0.1737927,0.002264349,2342.446272,256753.7879,2113.056606,71786.9739,4595.440348,1022631.643,0.138443029,0.002218966,-0.000122324,0.012301611,99.38401442,-0.089430705,1109.5916,-0.005116031,4.089739,0.005173787,1.7648436
b,0.29427958,0.08255681,0.13569559,0.001673104,2294.727925,394330.8926,2206.963201,120162.6214,4847.935057,1676202.042,0.115567071,0.002368107,-0.000171872,0.013435858,151.9990809,-0.38611507,1489.7466,-0.000261884,2.7031772,-1.15E-05,0.9711888
b,0.40513226,0.075897746,0.15654169,0.001613346,2320.395081,118499.238,2044.918364,45874.13938,4466.440973,482877.9212,0.143430446,0.002008806,-0.000165281,0.013863303,151.9990809,-0.6822261,1156.1108,0.004566661,2.7864954,0.003956449,1.0280222
b,0.41512856,0.079821214,0.1491075,0.001539934,2510.073142,144290.2611,2115.277506,54353.01265,4735.123056,703645.2678,0.157828134,0.001922786,-8.22E-05,0.010921229,103.359375,1.2481016,1082.7495,0.010084371,2.0376866,-0.00167508,0.77228564
b,0.38332304,0.08043397,0.15266521,0.001178072,2263.203109,231109.975,2150.226329,57601.34651,4603.001117,934485.9183,0.122906017,0.0021533,-4.55E-05,0.013161714,112.3471467,2.6618986,1188.2874,0.004005724,3.1661434,-0.002965163,1.0816084
b,0.40252107,0.088679746,0.07916758,0.000248225,2669.359335,459574.8294,2440.463781,84924.46983,5445.86707,1368321.265,0.133422096,0.004557296,0.000635153,0.004010371,151.9990809,-0.77434844,1377.193,-0.004628423,4.6862116,-0.000701885,1.6350728
b,0.44281673,0.0797024,0.13878995,0.000880197,2046.85783,353716.2924,2070.164481,184833.2629,4095.472013,1612013.782,0.1019711,0.00135089,-0.002081275,0.011357212,135.9991776,2.0077436,1408.4736,0.002946652,7.538538,-0.002633797,3.5116646
b,0.44263646,0.07272733,0.14428338,0.001475054,2559.166385,237199.7712,2731.013321,93885.31218,5447.017746,1851536.772,0.122759495,0.001383633,3.28E-07,0.012441202,143.5546875,2.0657299,675.3517,-0.003318277,3.0865693,-0.000278243,1.0463065
b,0.39021087,0.085134424,0.096469395,0.000497866,2944.617226,723938.0408,2831.30061,108819.107,6333.584517,1186604.359,0.114917162,0.003677913,-7.98E-06,0.00560601,117.4538352,0.066807345,1518.5479,-0.003288508,7.501325,0.000592401,3.439952
b,0.3692198,0.087509915,0.12614734,0.003083037,2639.10391,606951.6799,2512.686899,237348.9294,5302.996755,2600158.423,0.132445439,0.003145668,-0.001713381,0.007359526,117.4538352,-2.148541,1157.2833,-0.004053863,12.98722,0.000863833,5.472265
b,0.38331518,0.0870288,0.22182517,0.0024336,2344.525924,274368.6513,2374.883722,99938.0842,4728.642094,1176876.35,0.115897096,0.001666999,0.000152937,0.027343981,92.28515625,4.576772,621.372,0.001753775,4.730528,-0.001315375,1.4901366
b,0.32347274,0.087020785,0.12787735,0.001389146,1674.134044,239963.906,1948.294444,199873.2621,3431.789715,1547797.276,0.074873946,0.000705523,-0.000126628,0.012377675,117.4538352,-0.20071256,1856.2384,0.003381565,9.596094,0.002310432,3.9873123
b,0.42131665,0.07875683,0.19099241,0.000778582,2788.369336,281769.0679,2648.338646,82063.71658,5832.197277,1242505.792,0.134925399,0.001510152,0.000167421,0.023535639,135.9991776,4.720907,437.1475,-0.002647232,3.1146657,0.001380128,1.2424823
b,0.40267795,0.09392851,0.26447052,0.008161504,2166.534325,596655.5953,2387.69757,223689.5171,4727.716971,2851233.892,0.083202602,0.002213815,1.05E-05,0.040935688,107.6660156,6.0845413,1087.5388,-0.013638744,13.056319,-0.003536936,5.3691072
b,0.27644372,0.087426364,0.17046544,0.003884655,1488.243314,325004.9774,1606.483582,151770.9974,3068.05013,1322545.475,0.068698551,0.001530305,-1.64E-05,0.026536549,129.1992188,0.03808557,2932.7822,0.007086561,5.1427875,-2.76E-05,1.2405024
b,0.3883344,0.0843883,0.14759775,0.001154019,3065.590763,291210.0788,2067.261862,59169.76628,5178.727189,735852.953,0.230825614,0.004275489,-8.49E-08,0.00973137,129.1992188,-2.6908894,926.5693,-0.001730356,6.3037653,0.000505384,2.642472
b,0.32495424,0.09231674,0.25010964,0.003538352,2729.345499,656277.1249,2704.388067,180456.7895,5874.137999,2651858.752,0.122588404,0.002847127,-2.06E-05,0.03871824,86.1328125,4.725953,702.3127,0.000855421,8.09633,-0.000438139,4.1445274
b,0.3143234,0.09095147,0.20868564,0.004942651,2072.099244,126390.867,2043.891091,48030.25367,4067.512607,495600.6255,0.113649869,0.001056111,1.13E-05,0.027754622,92.28515625,1.3231155,1095.036,0.003886261,7.2108035,0.000784304,2.8760037
b,0.35559818,0.08592801,0.2322025,0.00680217,2147.353077,426337.1241,2390.164042,152363.1084,4710.944797,2161329.689,0.096002358,0.001790926,-1.81E-05,0.026330652,92.28515625,5.615615,987.1044,0.010730752,9.444935,0.002193211,3.4899364
b,0.27360633,0.086707726,0.17027558,0.00197714,1404.79366,269235.7453,1728.407298,189872.2664,2731.251684,1727378.375,0.074100141,0.000940704,1.25E-05,0.016116457,89.10290948,2.8302379,2339.9,-0.002411588,12.672915,0.000375581,6.9351068
b,0.34361818,0.09104161,0.30292138,0.015742771,2137.725972,748119.6885,2308.713913,264447.1513,4482.741598,3314931.678,0.1006449,0.00296936,-2.06E-05,0.031715874,99.38401442,5.1745667,1153.6409,0.001554771,12.23899,-0.001383301,5.7355766
b,0.30368188,0.08707444,0.13190325,0.002549586,2747.461949,372353.1199,2370.70369,279687.0446,5348.770576,2572536.065,0.165484949,0.002251663,-1.88E-06,0.011745754,161.4990234,0.38633868,1205.1302,-0.001140072,10.765972,-0.001010175,3.7173705
